X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	H2O2	AR	H2O	Therm(1/s)
0.000242976	0.47438122	450.76975	568554.19	2112.2426	0.89910286	0.003369531	0.007552542	0.014354823	0.06421584	0.016957971	8.90E-05	2.66E-05	0.80655231	0.086881351	622276.53
0.000243828	0.47488424	451.45403	568276.86	2114.7378	0.89774006	0.003383175	0.007465207	0.014492717	0.06343823	0.017076007	8.81E-05	2.67E-05	0.80655231	0.087477563	621278.26
0.000244681	0.47538669	452.13756	567999.83	2117.2289	0.89638288	0.003396134	0.007380369	0.014627955	0.062678895	0.01719137	8.71E-05	2.68E-05	0.80655231	0.088059013	620141.69
0.000245534	0.47588844	452.82019	567723.17	2119.7156	0.89503158	0.003408421	0.007297994	0.014760503	0.061937698	0.017304101	8.62E-05	2.69E-05	0.80655231	0.088625849	618873.15
0.000246386	0.4763894	453.50177	567446.93	2122.1971	0.89368642	0.003420051	0.007218047	0.014890331	0.061214485	0.017414243	8.53E-05	2.69E-05	0.80655231	0.089178231	617479
0.000247239	0.47688946	454.18217	567171.18	2124.6731	0.89234762	0.003431039	0.00714049	0.015017412	0.060509082	0.017521844	8.44E-05	2.70E-05	0.80655231	0.089716339	615965.46
0.000248091	0.47738854	454.86125	566895.95	2127.1429	0.89101539	0.0034414	0.007065285	0.015141724	0.059821296	0.017626951	8.36E-05	2.71E-05	0.80655231	0.090240359	614338.73
0.000248944	0.47788654	455.53889	566621.31	2129.6062	0.88968995	0.003451149	0.006992389	0.01526325	0.059150921	0.017729612	8.27E-05	2.71E-05	0.80655231	0.090750494	612604.91
0.000249796	0.47838338	456.21498	566347.3	2132.0625	0.88837147	0.003460303	0.006921761	0.015381977	0.058497733	0.01782988	8.19E-05	2.72E-05	0.80655231	0.091246955	610769.98
0.000250649	0.47887898	456.8894	566073.97	2134.5113	0.88706013	0.003468877	0.006853357	0.015497894	0.057861496	0.017927805	8.10E-05	2.72E-05	0.80655231	0.091729964	608839.81
0.000251502	0.47937325	457.56205	565801.35	2136.9523	0.88575609	0.003476888	0.006787131	0.015610996	0.057241961	0.018023442	8.02E-05	2.72E-05	0.80655231	0.092199749	606820.12
0.000252354	0.47986614	458.23283	565529.49	2139.3851	0.88445948	0.003484352	0.006723037	0.015721281	0.056638871	0.018116843	7.94E-05	2.72E-05	0.80655231	0.092656548	604716.52
0.000253207	0.48035757	458.90165	565258.43	2141.8094	0.88317044	0.003491285	0.00666103	0.015828751	0.056051955	0.018208063	7.87E-05	2.73E-05	0.80655231	0.093100605	602534.45
0.000254059	0.48084749	459.56842	564988.19	2144.2248	0.88188909	0.003497704	0.006601061	0.015933411	0.055480936	0.018297156	7.79E-05	2.73E-05	0.80655231	0.093532168	600279.19
0.000254912	0.48133582	460.23305	564718.82	2146.631	0.88061553	0.003503624	0.006543083	0.016035269	0.054925529	0.018384176	7.72E-05	2.73E-05	0.80655231	0.093951492	597955.87
0.000255765	0.48182252	460.89548	564450.35	2149.0277	0.87934985	0.003509062	0.006487047	0.016134338	0.054385441	0.018469178	7.65E-05	2.73E-05	0.80655231	0.094358833	595569.42
0.000256617	0.48230753	461.55563	564182.8	2151.4147	0.87809215	0.003514034	0.006432906	0.016230632	0.053860376	0.018552216	7.57E-05	2.73E-05	0.80655231	0.094754453	593124.65
0.00025747	0.48279081	462.21343	563916.2	2153.7917	0.87684248	0.003518555	0.00638061	0.016324169	0.053350031	0.018633344	7.50E-05	2.73E-05	0.80655231	0.095138614	590626.13
0.000258322	0.48327231	462.86883	563650.58	2156.1585	0.87560093	0.003522642	0.006330112	0.01641497	0.0528541	0.018712614	7.44E-05	2.72E-05	0.80655231	0.095511581	588078.32
0.000259175	0.483752	463.52176	563385.95	2158.5148	0.87436752	0.003526308	0.006281363	0.016503057	0.052372276	0.018790081	7.37E-05	2.72E-05	0.80655231	0.09587362	585485.44
0.000260028	0.48422983	464.17218	563122.34	2160.8606	0.87314232	0.003529571	0.006234315	0.016588457	0.051904248	0.018865794	7.31E-05	2.72E-05	0.80655231	0.096224995	582851.58
0.00026088	0.48470578	464.82003	562859.78	2163.1955	0.87192536	0.003532444	0.006188921	0.016671198	0.051449703	0.018939807	7.24E-05	2.72E-05	0.80655231	0.096565972	580180.62
0.000261733	0.48517981	465.46528	562598.26	2165.5195	0.87071666	0.003534943	0.006145133	0.016751309	0.05100833	0.019012168	7.18E-05	2.71E-05	0.80655231	0.096896816	577476.28
0.000262585	0.48565188	466.10788	562337.82	2167.8324	0.86951624	0.003537081	0.006102905	0.016828823	0.050579817	0.019082928	7.12E-05	2.71E-05	0.80655231	0.09721779	574742.12
0.000263438	0.48612199	466.7478	562078.47	2170.1341	0.86832411	0.003538872	0.00606219	0.016903773	0.050163851	0.019152134	7.06E-05	2.70E-05	0.80655231	0.097529156	571981.5
0.00026429	0.4865901	467.38501	561820.22	2172.4244	0.86714029	0.003540331	0.006022943	0.016976197	0.049760123	0.019219833	7.00E-05	2.70E-05	0.80655231	0.097831172	569197.63
0.000265143	0.48705619	468.01947	561563.08	2174.7033	0.86596476	0.003541471	0.005985119	0.01704613	0.049368324	0.019286072	6.95E-05	2.70E-05	0.80655231	0.098124095	566393.56
0.000266848	0.48798227	469.28007	561052.17	2179.2263	0.86363857	0.003542845	0.005913565	0.017178682	0.04861929	0.019414348	6.84E-05	2.68E-05	0.80655231	0.098683676	560736.17
0.000268383	0.48880868	470.40501	560596.25	2183.2572	0.86157324	0.003543116	0.005853598	0.017289865	0.047982913	0.01952524	6.74E-05	2.67E-05	0.80655231	0.099158713	555602.75
0.000269918	0.48962835	471.52075	560144.05	2187.2498	0.85953454	0.003542546	0.005797581	0.017393617	0.047380515	0.019632062	6.66E-05	2.66E-05	0.80655231	0.099608131	550444.16
0.000271452	0.49044123	472.62724	559695.61	2191.2041	0.85752225	0.0035412	0.00574528	0.017490196	0.046810415	0.019735042	6.57E-05	2.65E-05	0.80655231	0.1000333	545272.83
0.000272987	0.49124729	473.72442	559250.93	2195.1198	0.85553616	0.00353914	0.005696474	0.017579864	0.046270976	0.019834391	6.49E-05	2.64E-05	0.80655231	0.10043553	540099.83
0.000274522	0.49204653	474.81228	558810.03	2198.9971	0.85357601	0.003536425	0.005650951	0.01766289	0.045760617	0.01993031	6.41E-05	2.62E-05	0.80655231	0.1008161	534934.99
0.000276056	0.49283894	475.89082	558372.92	2202.8359	0.85164151	0.003533108	0.005608507	0.017739542	0.045277805	0.020022987	6.33E-05	2.61E-05	0.80655231	0.10117623	529787
0.000277591	0.49362454	476.96004	557939.57	2206.6363	0.84973234	0.003529242	0.00556895	0.017810091	0.044821067	0.020112601	6.26E-05	2.60E-05	0.80655231	0.10151708	524663.47
0.000279126	0.49440335	478.01999	557509.98	2210.3985	0.84784816	0.003524875	0.005532097	0.017874807	0.044388986	0.020199316	6.19E-05	2.58E-05	0.80655231	0.10183979	519571.09
0.00028066	0.49517541	479.07071	557084.14	2214.1227	0.84598863	0.003520051	0.005497774	0.017933957	0.0439802	0.020283287	6.13E-05	2.57E-05	0.80655231	0.1021454	514515.63
0.000282195	0.49594076	480.11224	556662.02	2217.8092	0.84415339	0.003514812	0.005465818	0.017987805	0.04359341	0.020364661	6.07E-05	2.55E-05	0.80655231	0.10243494	509502.1
0.00028373	0.49669945	481.14465	556243.6	2221.4582	0.84234205	0.003509197	0.005436074	0.01803661	0.043227373	0.020443572	6.01E-05	2.54E-05	0.80655231	0.10270938	504534.77
0.000285264	0.49745153	482.16802	555828.84	2225.0701	0.84055423	0.003503242	0.005408395	0.018080626	0.042880903	0.020520148	5.95E-05	2.52E-05	0.80655231	0.10296962	499617.3
0.000286799	0.49819707	483.18242	555417.71	2228.6452	0.83878956	0.003496981	0.005382645	0.018120102	0.042552873	0.020594506	5.89E-05	2.51E-05	0.80655231	0.10321654	494752.74
0.000288334	0.49893612	484.18795	555010.18	2232.184	0.83704763	0.003490445	0.005358694	0.018155278	0.042242208	0.020666758	5.84E-05	2.49E-05	0.80655231	0.10345095	489943.64
0.000289868	0.49966876	485.18468	554606.22	2235.6868	0.83532805	0.003483662	0.00533642	0.018186388	0.041947892	0.020737006	5.79E-05	2.47E-05	0.80655231	0.10367363	485192.1
0.000291403	0.50039506	486.17272	554205.78	2239.1539	0.83363043	0.003476659	0.00531571	0.018213659	0.041668958	0.020805348	5.74E-05	2.46E-05	0.80655231	0.10388532	480499.79
0.000292938	0.50111509	487.15216	553808.82	2242.586	0.83195437	0.00346946	0.005296456	0.018237309	0.041404493	0.020871875	5.69E-05	2.44E-05	0.80655231	0.10408669	475868.04
0.000294472	0.50182893	488.12311	553415.31	2245.9833	0.83029949	0.003462087	0.005278559	0.018257547	0.04115363	0.02093667	5.65E-05	2.43E-05	0.80655231	0.1042784	471297.87
0.000296007	0.50253666	489.08568	553025.19	2249.3465	0.82866539	0.003454563	0.005261924	0.018274576	0.040915554	0.020999813	5.60E-05	2.41E-05	0.80655231	0.10446106	466789.99
0.000297541	0.50323835	490.03995	552638.43	2252.6758	0.82705169	0.003446904	0.005246465	0.018288587	0.040689492	0.021061378	5.56E-05	2.39E-05	0.80655231	0.10463524	462344.89
0.000299076	0.50393408	490.98606	552254.99	2255.9718	0.82545801	0.00343913	0.005232099	0.018299766	0.040474716	0.021121435	5.52E-05	2.38E-05	0.80655231	0.10480148	457962.85
0.000300611	0.50462394	491.92409	551874.81	2259.2349	0.82388396	0.003431256	0.00521875	0.018308289	0.040270541	0.02118005	5.48E-05	2.36E-05	0.80655231	0.10496029	453643.94
0.000302145	0.505308	492.85417	551497.86	2262.4656	0.82232919	0.003423296	0.005206346	0.018314323	0.040076319	0.021237284	5.45E-05	2.35E-05	0.80655231	0.10511214	449388.08
0.00030368	0.50598635	493.7764	551124.1	2265.6645	0.82079332	0.003415265	0.005194821	0.018318028	0.039891443	0.021293195	5.41E-05	2.33E-05	0.80655231	0.10525747	445195.07
0.000305215	0.50665907	494.69089	550753.46	2268.8318	0.819276	0.003407175	0.005184112	0.018319557	0.03971534	0.021347838	5.38E-05	2.31E-05	0.80655231	0.10539671	441064.54
0.000306749	0.50732623	495.59774	550385.93	2271.9682	0.81777688	0.003399036	0.005174161	0.018319052	0.039547473	0.021401263	5.34E-05	2.30E-05	0.80655231	0.10553024	436996.07
0.000308284	0.50798792	496.49707	550021.44	2275.074	0.8162956	0.00339086	0.005164915	0.018316649	0.039387336	0.02145352	5.31E-05	2.28E-05	0.80655231	0.10565842	432989.12
0.000309819	0.50864421	497.38898	549659.96	2278.1497	0.81483182	0.003382656	0.005156324	0.018312479	0.039234455	0.021504655	5.28E-05	2.27E-05	0.80655231	0.1057816	429043.08
0.000311353	0.50929519	498.27359	549301.44	2281.1959	0.81338522	0.003374432	0.005148339	0.018306661	0.039088384	0.02155471	5.25E-05	2.25E-05	0.80655231	0.1059001	425157.28
0.000312888	0.50994092	499.15099	548945.84	2284.2129	0.81195547	0.003366196	0.005140918	0.018299312	0.038948706	0.021603728	5.22E-05	2.24E-05	0.80655231	0.10601422	421330.99
0.000314423	0.5105815	500.02129	548593.12	2287.2011	0.81054224	0.003357955	0.005134021	0.01829054	0.038815028	0.021651746	5.19E-05	2.22E-05	0.80655231	0.10612423	417563.45
0.000315957	0.51121699	500.88459	548243.23	2290.1611	0.80914522	0.003349716	0.005127608	0.018280445	0.038686984	0.021698801	5.16E-05	2.21E-05	0.80655231	0.10623039	413853.85
0.000317492	0.51184747	501.741	547896.14	2293.0932	0.80776412	0.003341485	0.005121646	0.018269126	0.038564227	0.02174493	5.13E-05	2.19E-05	0.80655231	0.10633295	410201.35
0.000319027	0.51247301	502.59061	547551.8	2295.998	0.80639861	0.003333267	0.005116101	0.018256671	0.038446437	0.021790164	5.11E-05	2.18E-05	0.80655231	0.10643214	406605.1
0.000320561	0.51309369	503.43353	547210.17	2298.8757	0.80504843	0.003325066	0.005110944	0.018243165	0.03833331	0.021834536	5.08E-05	2.16E-05	0.80655231	0.10652816	403064.22
0.000322096	0.51370957	504.26986	546871.22	2301.7269	0.80371326	0.003316888	0.005106145	0.018228688	0.038224564	0.021878075	5.06E-05	2.15E-05	0.80655231	0.10662121	399577.82
0.000323631	0.51432074	505.09968	546534.9	2304.5519	0.80239285	0.003308735	0.005101679	0.018213315	0.038119933	0.021920811	5.03E-05	2.14E-05	0.80655231	0.10671149	396145.01
0.000325165	0.51492725	505.9231	546201.18	2307.3511	0.8010869	0.003300612	0.005097521	0.018197116	0.03801917	0.02196277	5.01E-05	2.12E-05	0.80655231	0.10679915	392764.88
0.0003267	0.51552919	506.74021	545870.01	2310.125	0.79979516	0.003292522	0.005093648	0.018180155	0.037922042	0.022003978	4.98E-05	2.11E-05	0.80655231	0.10688436	389436.54
0.000328235	0.5161266	507.55111	545541.37	2312.8739	0.79851736	0.003284468	0.005090041	0.018162495	0.037828332	0.022044461	4.96E-05	2.09E-05	0.80655231	0.10696728	386159.06
0.000329769	0.51671957	508.35587	545215.2	2315.5983	0.79725325	0.003276451	0.005086678	0.018144193	0.037737836	0.022084241	4.94E-05	2.08E-05	0.80655231	0.10704804	382931.55
0.000331304	0.51730816	509.1546	544891.49	2318.2984	0.79600257	0.003268475	0.005083542	0.018125301	0.037650364	0.022123342	4.92E-05	2.07E-05	0.80655231	0.10712676	379753.12
0.000332839	0.51789243	509.94738	544570.19	2320.9748	0.79476508	0.003260541	0.005080615	0.018105871	0.037565739	0.022161784	4.90E-05	2.05E-05	0.80655231	0.10720358	376622.86
0.000334373	0.51847244	510.73429	544251.26	2323.6276	0.79354055	0.003252651	0.005077883	0.018085949	0.037483793	0.022199588	4.88E-05	2.04E-05	0.80655231	0.10727861	373539.9
0.000335908	0.51904826	511.51543	543934.67	2326.2574	0.79232874	0.003244807	0.005075331	0.018065578	0.037404372	0.022236775	4.86E-05	2.03E-05	0.80655231	0.10735194	370503.37
0.000338977	0.52018756	513.06069	543308.4	2331.449	0.78994236	0.003229261	0.005070712	0.018023652	0.037252527	0.022309368	4.82E-05	2.00E-05	0.80655231	0.10749393	364566.1
0.00034174	0.52119918	514.43248	542752.43	2336.0458	0.78783589	0.003215438	0.005067045	0.017984766	0.037123133	0.022372768	4.78E-05	1.98E-05	0.80655231	0.10761687	359372.76
0.000344502	0.52219814	515.7868	542203.54	2340.5731	0.78576724	0.00320178	0.005063776	0.017944981	0.036999917	0.022434435	4.75E-05	1.96E-05	0.80655231	0.10773569	354316.7
0.000347265	0.52318474	517.12409	541661.55	2345.0327	0.78373524	0.003188289	0.005060854	0.017904462	0.036882278	0.022494455	4.72E-05	1.94E-05	0.80655231	0.10785078	349393.25
0.000350027	0.5241593	518.44477	541126.29	2349.4263	0.78173876	0.003174968	0.005058231	0.017863353	0.036769681	0.022552909	4.69E-05	1.91E-05	0.80655231	0.10796249	344597.87
0.000352789	0.52512213	519.74926	540597.6	2353.7558	0.77977672	0.003161819	0.005055867	0.017821781	0.036661654	0.022609873	4.66E-05	1.89E-05	0.80655231	0.10807115	339926.17
0.000355552	0.52607351	521.03796	540075.3	2358.0228	0.77784807	0.003148842	0.005053726	0.017779855	0.036557776	0.022665417	4.63E-05	1.87E-05	0.80655231	0.10817703	335373.9
0.000358314	0.52701372	522.31126	539559.25	2362.2289	0.77595181	0.003136036	0.005051777	0.017737671	0.036457674	0.022719604	4.60E-05	1.85E-05	0.80655231	0.10828037	330936.96
0.000361076	0.52794305	523.56954	539049.28	2366.3757	0.774087	0.003123402	0.005049992	0.017695315	0.036361015	0.022772495	4.57E-05	1.83E-05	0.80655231	0.10838138	326611.4
0.000363839	0.52886175	524.81314	538545.27	2370.4646	0.77225272	0.003110939	0.005048349	0.017652858	0.036267505	0.022824147	4.54E-05	1.81E-05	0.80655231	0.10848027	322393.4
0.000366601	0.52977008	526.04243	538047.05	2374.4972	0.77044807	0.003098644	0.005046826	0.017610364	0.03617688	0.022874612	4.52E-05	1.80E-05	0.80655231	0.10857719	318279.3
0.000369364	0.53066828	527.25773	537554.5	2378.4749	0.76867222	0.003086516	0.005045407	0.017567888	0.036088906	0.022923939	4.49E-05	1.78E-05	0.80655231	0.1086723	314265.57
0.000372126	0.53155659	528.45939	537067.48	2382.399	0.76692435	0.003074553	0.005044074	0.017525478	0.036003374	0.022972173	4.47E-05	1.76E-05	0.80655231	0.10876574	310348.8
0.000374888	0.53243525	529.64771	536585.87	2386.2709	0.76520367	0.003062752	0.005042815	0.017483174	0.035920099	0.023019357	4.44E-05	1.74E-05	0.80655231	0.10885762	306525.73
0.000377651	0.53330447	530.82301	536109.54	2390.0917	0.76350943	0.003051111	0.005041618	0.017441012	0.035838912	0.023065532	4.42E-05	1.72E-05	0.80655231	0.10894804	302793.21
0.000380413	0.53416447	531.98557	535638.36	2393.8628	0.76184092	0.003039628	0.005040472	0.017399022	0.035759665	0.023110734	4.39E-05	1.71E-05	0.80655231	0.10903711	299148.22
0.000383176	0.53501546	533.13568	535172.24	2397.5853	0.76019743	0.0030283	0.00503937	0.017357229	0.035682225	0.023155	4.37E-05	1.69E-05	0.80655231	0.1091249	295587.87
0.000385938	0.53585764	534.27363	534711.04	2401.2604	0.75857828	0.003017124	0.005038302	0.017315656	0.035606471	0.023198363	4.35E-05	1.67E-05	0.80655231	0.1092115	292109.36
0.0003887	0.53669121	535.39968	534254.67	2404.8892	0.75698285	0.003006098	0.005037263	0.017274322	0.035532296	0.023240854	4.33E-05	1.66E-05	0.80655231	0.10929696	288710.02
0.000391463	0.53751635	536.51408	533803.01	2408.4727	0.7554105	0.002995218	0.005036246	0.01723324	0.035459602	0.023282503	4.31E-05	1.64E-05	0.80655231	0.10938136	285387.26
0.000394225	0.53833325	537.61711	533355.97	2412.012	0.75386064	0.002984482	0.005035247	0.017192426	0.035388302	0.023323337	4.28E-05	1.63E-05	0.80655231	0.10946474	282138.61
0.000396988	0.53914208	538.70898	532913.44	2415.508	0.75233268	0.002973887	0.005034262	0.017151888	0.035318317	0.023363382	4.26E-05	1.61E-05	0.80655231	0.10954716	278961.7
0.00039975	0.53994302	539.78995	532475.34	2418.9619	0.75082607	0.00296343	0.005033286	0.017111636	0.035249576	0.023402665	4.24E-05	1.60E-05	0.80655231	0.10962865	275854.25
0.000402512	0.54073624	540.86025	532041.56	2422.3744	0.74934029	0.002953109	0.005032317	0.017071677	0.035182013	0.023441209	4.22E-05	1.58E-05	0.80655231	0.10970927	272814.05
0.000405275	0.54152189	541.92009	531612.02	2425.7465	0.74787479	0.00294292	0.005031352	0.017032017	0.03511557	0.023479035	4.20E-05	1.57E-05	0.80655231	0.10978904	269839
0.000408037	0.54230013	542.96968	531186.63	2429.0792	0.7464291	0.002932861	0.005030388	0.016992658	0.035050193	0.023516166	4.18E-05	1.55E-05	0.80655231	0.109868	266927.08
0.0004108	0.54307111	544.00925	530765.31	2432.3731	0.74500272	0.00292293	0.005029425	0.016953605	0.034985833	0.023552621	4.17E-05	1.54E-05	0.80655231	0.10994618	264076.33
0.000413562	0.54383498	545.03899	530347.97	2435.6293	0.7435952	0.002913123	0.005028459	0.01691486	0.034922445	0.023588421	4.15E-05	1.53E-05	0.80655231	0.11002361	261284.87
0.000416324	0.54459188	546.05909	529934.53	2438.8484	0.74220607	0.002903439	0.00502749	0.016876423	0.034859989	0.023623583	4.13E-05	1.51E-05	0.80655231	0.11010031	258550.91
0.000419087	0.54534195	547.06975	529524.92	2442.0312	0.74083491	0.002893874	0.005026517	0.016838295	0.034798426	0.023658126	4.11E-05	1.50E-05	0.80655231	0.1101763	255872.72
0.000421849	0.54608533	548.07116	529119.06	2445.1785	0.7394813	0.002884427	0.005025538	0.016800475	0.034737723	0.023692065	4.09E-05	1.49E-05	0.80655231	0.11025162	253248.63
0.000427374	0.54755251	550.04692	528318.31	2451.3696	0.7368251	0.002865874	0.005023561	0.01672576	0.034618766	0.023758198	4.06E-05	1.46E-05	0.80655231	0.11040028	248156.37
0.000432346	0.54885134	551.79519	527609.76	2456.8272	0.73449059	0.002849553	0.005021757	0.016659561	0.034514345	0.02381581	4.03E-05	1.44E-05	0.80655231	0.11053193	243742.89
0.000437318	0.5501304	553.51611	526912.29	2462.1805	0.732207	0.002833577	0.005019927	0.016594338	0.034412275	0.023871698	4.00E-05	1.42E-05	0.80655231	0.11066165	239481.49
0.000442291	0.55139032	555.21059	526225.53	2467.4331	0.72997234	0.002817932	0.005018071	0.016530078	0.034312426	0.023925939	3.97E-05	1.40E-05	0.80655231	0.1107895	235364.47
0.000447263	0.55263175	556.87948	525549.15	2472.5885	0.72778471	0.002802607	0.005016187	0.016466764	0.034214685	0.023978604	3.94E-05	1.38E-05	0.80655231	0.11091558	231384.67
0.000452235	0.55385526	558.52361	524882.81	2477.65	0.72564233	0.00278759	0.005014276	0.016404377	0.034118949	0.024029757	3.92E-05	1.36E-05	0.80655231	0.11103994	227535.35
0.000457208	0.55506143	560.14374	524226.19	2482.6208	0.72354352	0.002772871	0.005012337	0.0163429	0.034025127	0.024079461	3.89E-05	1.34E-05	0.80655231	0.11116264	223810.2
0.00046218	0.55625079	561.74062	523578.99	2487.5036	0.72148668	0.00275844	0.005010373	0.016282313	0.033933134	0.024127774	3.86E-05	1.32E-05	0.80655231	0.11128374	220203.32
0.000467152	0.55742384	563.31495	522940.93	2492.3015	0.71947029	0.002744286	0.005008383	0.016222597	0.033842893	0.024174751	3.84E-05	1.31E-05	0.80655231	0.11140329	216709.16
0.000472125	0.55858109	564.86742	522311.73	2497.0171	0.71749292	0.002730401	0.005006368	0.016163731	0.033754335	0.024220442	3.81E-05	1.29E-05	0.80655231	0.11152133	213322.5
0.000477097	0.55972299	566.39866	521691.14	2501.653	0.71555319	0.002716775	0.00500433	0.016105697	0.033667394	0.024264897	3.79E-05	1.27E-05	0.80655231	0.11163792	210038.46
0.000482069	0.56084999	567.9093	521078.89	2506.2117	0.71364983	0.002703399	0.00500227	0.016048475	0.033582009	0.024308162	3.77E-05	1.26E-05	0.80655231	0.11175309	206852.42
0.000487042	0.56196251	569.39991	520474.76	2510.6954	0.71178159	0.002690267	0.005000189	0.015992046	0.033498125	0.02435028	3.75E-05	1.24E-05	0.80655231	0.11186688	203760.05
0.000492014	0.56306098	570.87107	519878.52	2515.1064	0.70994729	0.00267737	0.004998089	0.015936391	0.03341569	0.024391292	3.72E-05	1.23E-05	0.80655231	0.11197933	200757.26
0.000496986	0.56414576	572.32331	519289.94	2519.4469	0.70814584	0.0026647	0.004995969	0.015881493	0.033334653	0.024431238	3.70E-05	1.21E-05	0.80655231	0.11209047	197840.19
0.000501958	0.56521725	573.75716	518708.82	2523.7189	0.70637615	0.002652251	0.004993833	0.015827333	0.033254968	0.024470154	3.68E-05	1.20E-05	0.80655231	0.11220034	195005.22
0.000506931	0.56627579	575.1731	518134.96	2527.9244	0.70463722	0.002640015	0.00499168	0.015773895	0.033176592	0.024508077	3.66E-05	1.18E-05	0.80655231	0.11230897	192248.9
0.000511903	0.56732173	576.57161	517568.16	2532.0653	0.70292808	0.002627987	0.004989511	0.015721161	0.033099482	0.024545039	3.64E-05	1.17E-05	0.80655231	0.11241639	189567.99
0.000516875	0.56835541	577.95315	517008.24	2536.1432	0.7012478	0.00261616	0.004987329	0.015669115	0.0330236	0.024581074	3.62E-05	1.16E-05	0.80655231	0.11252262	186959.42
0.000521848	0.56937713	579.31815	516455.02	2540.1601	0.6995955	0.002604528	0.004985134	0.015617742	0.032948909	0.024616211	3.60E-05	1.14E-05	0.80655231	0.1126277	184420.28
0.00052682	0.5703872	580.66705	515908.33	2544.1175	0.69797033	0.002593086	0.004982926	0.015567025	0.032875373	0.02465048	3.58E-05	1.13E-05	0.80655231	0.11273164	181947.82
0.000531792	0.57138592	582.00024	515368	2548.0171	0.69637149	0.002581828	0.004980707	0.01551695	0.032802957	0.024683909	3.56E-05	1.12E-05	0.80655231	0.11283449	179539.42
0.000536765	0.57237357	583.31811	514833.88	2551.8603	0.69479821	0.002570749	0.004978478	0.015467503	0.032731631	0.024716524	3.55E-05	1.11E-05	0.80655231	0.11293626	177192.62
0.000546709	0.5743167	585.90938	513783.67	2559.3835	0.69172536	0.002549107	0.004973993	0.015370435	0.032592122	0.024779416	3.51E-05	1.08E-05	0.80655231	0.11313665	172674.52
0.000555659	0.57603027	588.19276	512858.24	2565.9759	0.68904006	0.002530193	0.004969929	0.015285083	0.032469992	0.024833482	3.48E-05	1.06E-05	0.80655231	0.11331355	168796.5
0.000564609	0.57771188	590.43193	511950.73	2572.4069	0.68642692	0.002511787	0.004965843	0.015201559	0.032350949	0.024885279	3.45E-05	1.04E-05	0.80655231	0.1134873	165084.86
0.00057356	0.57936283	592.62872	511060.4	2578.6837	0.68388244	0.002493864	0.00496174	0.015119793	0.032234847	0.024934927	3.42E-05	1.02E-05	0.80655231	0.11365801	161529.02
0.00058251	0.58098436	594.7848	510186.56	2584.8128	0.68140338	0.002476403	0.004957623	0.01503972	0.032121553	0.024982536	3.40E-05	1.01E-05	0.80655231	0.11382579	158119.3
0.00059146	0.5825776	596.90178	509328.58	2590.8003	0.6789867	0.002459383	0.004953495	0.014961276	0.032010943	0.02502821	3.37E-05	9.90E-06	0.80655231	0.11399075	154846.79
0.00060041	0.58414364	598.98115	508485.83	2596.6521	0.67662959	0.002442785	0.004949358	0.014884404	0.031902898	0.025072047	3.35E-05	9.73E-06	0.80655231	0.11415299	151703.33
0.00060936	0.5856835	601.02433	507657.76	2602.3736	0.6743294	0.00242659	0.004945216	0.014809047	0.031797309	0.025114135	3.32E-05	9.57E-06	0.80655231	0.11431258	148681.34
0.00061831	0.58719814	603.03264	506843.81	2607.97	0.67208365	0.002410782	0.004941072	0.014735152	0.031694075	0.02515456	3.30E-05	9.42E-06	0.80655231	0.11446963	145773.86
0.000627261	0.58868847	605.00734	506043.49	2613.446	0.66989001	0.002395344	0.004936926	0.014662669	0.031593097	0.025193399	3.27E-05	9.27E-06	0.80655231	0.11462421	142974.45
0.000636211	0.59015535	606.94962	505256.3	2618.8062	0.66774632	0.002380261	0.00493278	0.01459155	0.031494287	0.025230729	3.25E-05	9.13E-06	0.80655231	0.1147764	140277.13
0.000645161	0.59159958	608.86061	504481.8	2624.0551	0.66565051	0.00236552	0.004928638	0.014521749	0.031397558	0.025266616	3.23E-05	8.99E-06	0.80655231	0.11492628	137676.36
0.000654111	0.59302193	610.74137	503719.55	2629.1965	0.66360066	0.002351106	0.0049245	0.014453224	0.03130283	0.025301128	3.21E-05	8.86E-06	0.80655231	0.11507391	135167.01
0.000663061	0.59442314	612.59291	502969.15	2634.2343	0.66159495	0.002337008	0.004920368	0.014385934	0.031210027	0.025334325	3.19E-05	8.73E-06	0.80655231	0.11521937	132744.28
0.000672011	0.5958039	614.41619	502230.19	2639.1723	0.65963167	0.002323214	0.004916242	0.014319838	0.031119079	0.025366265	3.17E-05	8.61E-06	0.80655231	0.11536271	130403.72
0.000680961	0.59716486	616.21212	501502.32	2644.0139	0.65770919	0.002309711	0.004912125	0.0142549	0.031029916	0.025397002	3.15E-05	8.49E-06	0.80655231	0.11550401	128141.18
0.000689912	0.59850664	617.98157	500785.18	2648.7624	0.65582599	0.00229649	0.004908018	0.014191084	0.030942475	0.025426588	3.13E-05	8.37E-06	0.80655231	0.11564331	125952.77
0.000698862	0.59982985	619.72536	500078.45	2653.4208	0.65398062	0.00228354	0.004903921	0.014128356	0.030856695	0.025455071	3.12E-05	8.26E-06	0.80655231	0.11578067	123834.88
0.000707812	0.60113505	621.44428	499381.79	2657.9922	0.6521717	0.002270852	0.004899835	0.014066683	0.030772518	0.025482498	3.10E-05	8.15E-06	0.80655231	0.11591615	121784.12
