X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	NO	AR	N2	H2O	Therm(1/s)
0.000250632	0.4095319	361.69459	543236.02	1487.4472	0.91934288	5.65405E-06	0.028418183	1.46671E-05	0.22554434	1.39397E-05	2.57346E-05	0.002861619	0	0.74298371	0.000132156	700.53687
0.000253211	0.40953354	361.69681	543235.28	1487.4554	0.91933723	5.90023E-06	0.028417214	1.53099E-05	0.22553686	1.45437E-05	2.68521E-05	0.002861619	0	0.74298371	0.000137991	732.83524
0.000255791	0.40953525	361.69914	543234.51	1487.4641	0.91933133	6.15697E-06	0.028416204	1.59802E-05	0.22552907	1.51741E-05	2.80136E-05	0.002861619	0	0.74298371	0.000144078	766.67877
0.00025837	0.40953705	361.70157	543233.7	1487.4731	0.91932515	6.42471E-06	0.028415149	1.66795E-05	0.22552094	1.58321E-05	2.92206E-05	0.002861619	0	0.74298371	0.00015043	802.14703
0.00026095	0.40953892	361.70411	543232.86	1487.4825	0.91931869	6.70392E-06	0.028414049	1.74088E-05	0.22551246	1.6519E-05	3.04745E-05	0.002861619	0	0.74298371	0.000157058	839.32405
0.000263529	0.40954089	361.70677	543231.97	1487.4924	0.91931192	6.99511E-06	0.028412902	1.81694E-05	0.22550362	1.72359E-05	3.17771E-05	0.002861619	0	0.74298371	0.000163974	878.29859
0.000266108	0.40954294	361.70956	543231.05	1487.5027	0.91930485	7.29878E-06	0.028411705	1.89629E-05	0.2254944	1.79843E-05	3.31299E-05	0.002861619	0	0.74298371	0.000171191	919.16441
0.000268688	0.40954509	361.71247	543230.08	1487.5135	0.91929744	7.61547E-06	0.028410456	1.97905E-05	0.22548479	1.87656E-05	3.45345E-05	0.002861619	0	0.74298371	0.000178721	962.02061
0.000271267	0.40954735	361.71552	543229.06	1487.5248	0.91928968	7.94575E-06	0.028409154	2.06538E-05	0.22547477	1.95813E-05	3.59927E-05	0.002861619	0	0.74298371	0.000186579	1006.9719
0.000273846	0.4095497	361.71872	543228	1487.5367	0.91928157	8.2902E-06	0.028407795	2.15543E-05	0.22546431	2.04329E-05	3.7506E-05	0.002861619	0	0.74298371	0.00019478	1054.129
0.000276426	0.40955217	361.72206	543226.89	1487.549	0.91927307	8.64942E-06	0.028406378	2.24936E-05	0.22545342	2.1322E-05	3.90764E-05	0.002861619	0	0.74298371	0.000203338	1103.6088
0.000279005	0.40955475	361.72556	543225.72	1487.562	0.91926418	9.02407E-06	0.028404899	2.34735E-05	0.22544205	2.22503E-05	4.07053E-05	0.002861619	0	0.74298371	0.000212269	1155.5352
0.000281585	0.40955745	361.72922	543224.51	1487.5756	0.91925486	9.4148E-06	0.028403356	2.44956E-05	0.2254302	2.32196E-05	4.23948E-05	0.002861619	0	0.74298371	0.000221589	1210.039
0.000284164	0.40956028	361.73306	543223.23	1487.5897	0.91924511	9.8223E-06	0.028401747	2.55618E-05	0.22541785	2.42318E-05	4.41465E-05	0.002861619	0	0.74298371	0.000231317	1267.2584
0.000286743	0.40956324	361.73708	543221.89	1487.6046	0.91923489	1.02473E-05	0.028400067	2.66741E-05	0.22540496	2.52888E-05	4.59622E-05	0.002861619	0	0.74298371	0.000241469	1327.34
0.000289323	0.40956635	361.74129	543220.49	1487.6202	0.91922419	1.06906E-05	0.028398316	2.78345E-05	0.22539153	2.63926E-05	4.78438E-05	0.002861619	0	0.74298371	0.000252065	1390.4384
0.000291902	0.4095696	361.7457	543219.03	1487.6364	0.91921299	1.11529E-05	0.028396488	2.9045E-05	0.22537752	2.75454E-05	4.97931E-05	0.002861619	0	0.74298371	0.000263125	1456.7173
0.000294482	0.40957301	361.75033	543217.49	1487.6535	0.91920124	1.16351E-05	0.028394581	3.03078E-05	0.22536292	2.87495E-05	5.18119E-05	0.002861619	0	0.74298371	0.000274669	1526.3501
0.000297061	0.40957657	361.75517	543215.88	1487.6713	0.91918894	1.2138E-05	0.028392591	3.16253E-05	0.22534769	3.00071E-05	5.3902E-05	0.002861619	0	0.74298371	0.000286719	1599.5198
0.00029964	0.40958031	361.76024	543214.19	1487.69	0.91917604	1.26625E-05	0.028390515	3.29998E-05	0.22533181	3.13207E-05	5.60652E-05	0.002861619	0	0.74298371	0.000299298	1676.4204
0.00030222	0.40958423	361.76556	543212.42	1487.7096	0.91916252	1.32096E-05	0.028388349	3.44338E-05	0.22531526	3.2693E-05	5.83033E-05	0.002861619	0	0.74298371	0.000312429	1757.2569
0.000304799	0.40958834	361.77114	543210.57	1487.7302	0.91914835	1.37802E-05	0.028386089	3.593E-05	0.22529799	3.41265E-05	6.06181E-05	0.002861619	0	0.74298371	0.000326136	1842.2462
0.000307378	0.40959264	361.77699	543208.62	1487.7517	0.9191335	1.43754E-05	0.028383731	3.7491E-05	0.22527999	3.56241E-05	6.30113E-05	0.002861619	0	0.74298371	0.000340446	1931.6177
0.000309958	0.40959715	361.78312	543206.58	1487.7742	0.91911792	1.49962E-05	0.02838127	3.91197E-05	0.22526123	3.71888E-05	6.54847E-05	0.002861619	0	0.74298371	0.000355386	2025.6139
0.000312537	0.40960189	361.78955	543204.45	1487.7978	0.91910159	1.56438E-05	0.028378702	4.0819E-05	0.22524166	3.88236E-05	6.80398E-05	0.002861619	0	0.74298371	0.000370984	2124.4916
0.000315117	0.40960685	361.79629	543202.2	1487.8226	0.91908445	1.63192E-05	0.028376022	4.25922E-05	0.22522126	4.05319E-05	7.06783E-05	0.002861619	0	0.74298371	0.000387269	2228.5219
0.000317696	0.40961205	361.80337	543199.85	1487.8485	0.91906648	1.70238E-05	0.028373226	4.44423E-05	0.22519999	4.2317E-05	7.34017E-05	0.002861619	0	0.74298371	0.000404274	2337.9916
0.000320275	0.40961751	361.81079	543197.38	1487.8757	0.91904762	1.77587E-05	0.028370308	4.63729E-05	0.22517781	4.41825E-05	7.62115E-05	0.002861619	0	0.74298371	0.000422029	2453.2039
0.000322855	0.40962324	361.81858	543194.79	1487.9042	0.91902783	1.85253E-05	0.028367262	4.83875E-05	0.22515469	4.61321E-05	7.9109E-05	0.002861619	0	0.74298371	0.00044057	2574.4791
0.000325434	0.40962925	361.82676	543192.07	1487.9342	0.91900707	1.9325E-05	0.028364084	5.04896E-05	0.22513058	4.81697E-05	8.20955E-05	0.002861619	0	0.74298371	0.000459931	2702.1554
0.000328014	0.40963556	361.83534	543189.22	1487.9655	0.91898527	2.01592E-05	0.028360767	5.26833E-05	0.22510544	5.02994E-05	8.51721E-05	0.002861619	0	0.74298371	0.000480151	2836.5903
0.000330593	0.40964218	361.84435	543186.22	1487.9985	0.91896239	2.10293E-05	0.028357305	5.49726E-05	0.22507923	5.25256E-05	8.83399E-05	0.002861619	0	0.74298371	0.000501267	2978.1609
0.000333172	0.40964913	361.85381	543183.08	1488.033	0.91893837	2.19371E-05	0.028353692	5.73616E-05	0.22505191	5.48527E-05	9.15997E-05	0.002861619	0	0.74298371	0.000523321	3127.2654
0.000335752	0.40965643	361.86374	543179.78	1488.0692	0.91891314	2.28841E-05	0.028349921	5.98549E-05	0.22502342	5.72855E-05	9.49523E-05	0.002861619	0	0.74298371	0.000546355	3284.3237
0.000338331	0.40966409	361.87418	543176.31	1488.1073	0.91888664	2.3872E-05	0.028345985	6.24569E-05	0.22499372	5.98289E-05	9.83982E-05	0.002861619	0	0.74298371	0.000570414	3449.7786
0.00034091	0.40967214	361.88514	543172.66	1488.1472	0.91885881	2.49026E-05	0.028341877	6.51726E-05	0.22496275	0.000062488	0.000101938	0.002861619	0	0.74298371	0.000595544	3624.0967
0.00034349	0.40968059	361.89665	543168.83	1488.1891	0.91882957	2.59777E-05	0.028337588	6.80068E-05	0.22493046	6.52683E-05	0.000105571	0.002861619	0	0.74298371	0.000621796	3807.7697
0.000346069	0.40968947	361.90875	543164.81	1488.2331	0.91879885	2.70994E-05	0.028333112	7.0965E-05	0.2248968	6.81755E-05	0.000109298	0.002861619	0	0.74298371	0.000649219	4001.3149
0.000348649	0.4096988	361.92147	543160.58	1488.2793	0.91876657	2.82696E-05	0.028328439	7.40526E-05	0.22486171	7.12156E-05	0.000113119	0.002861619	0	0.74298371	0.000677868	4205.2769
0.000351228	0.4097086	361.93484	543156.14	1488.3278	0.91873264	2.94905E-05	0.028323561	7.72754E-05	0.22482512	7.43947E-05	0.000117032	0.002861619	0	0.74298371	0.000707798	4420.2278
0.000353807	0.4097189	361.94889	543151.46	1488.3787	0.91869698	3.07643E-05	0.028318468	8.06392E-05	0.22478697	7.77193E-05	0.000121037	0.002861619	0	0.74298371	0.000739069	4646.7692
0.000356387	0.40972973	361.96366	543146.55	1488.4322	0.91865949	3.20933E-05	0.028313152	8.41505E-05	0.22474721	8.11964E-05	0.000125133	0.002861619	0	0.74298371	0.000771742	4885.5323
0.000358966	0.40974111	361.97919	543141.39	1488.4884	0.91862008	3.34798E-05	0.028307602	8.78157E-05	0.22470574	8.48329E-05	0.000129318	0.002861619	0	0.74298371	0.000805882	5137.1794
0.000361546	0.40975308	361.99552	543135.96	1488.5475	0.91857863	3.49266E-05	0.028301807	9.16417E-05	0.22466252	8.86365E-05	0.00013359	0.002861619	0	0.74298371	0.000841555	5402.4045
0.000364125	0.40976566	362.0127	543130.25	1488.6095	0.91853505	3.6436E-05	0.028295758	9.56356E-05	0.22461745	9.26149E-05	0.000137947	0.002861619	0	0.74298371	0.000878833	5681.9344
0.000366704	0.40977889	362.03076	543124.24	1488.6747	0.91848921	3.8011E-05	0.028289441	9.9805E-05	0.22457046	9.67763E-05	0.000142387	0.002861619	0	0.74298371	0.000917788	5976.5294
0.000369284	0.4097928	362.04977	543117.92	1488.7433	0.918441	3.96543E-05	0.028282846	0.000104157	0.22452148	0.000101129	0.000146906	0.002861619	0	0.74298371	0.000958499	6286.9841
0.000371863	0.40980743	362.06976	543111.27	1488.8153	0.91839029	4.13691E-05	0.02827596	0.000108701	0.22447041	0.000105683	0.000151501	0.002861619	0	0.74298371	0.001001046	6614.1281
0.000374442	0.40982282	362.09079	543104.28	1488.891	0.91833694	4.31583E-05	0.02826877	0.000113445	0.22441717	0.000110446	0.000156169	0.002861619	0	0.74298371	0.001045514	6958.8262
0.000377022	0.40983901	362.11292	543096.92	1488.9706	0.91828082	4.50253E-05	0.028261263	0.000118397	0.22436166	0.000115428	0.000160904	0.002861619	0	0.74298371	0.00109199	7321.9796
0.000379601	0.40985604	362.13621	543089.18	1489.0542	0.91822177	4.69735E-05	0.028253423	0.000123568	0.2243038	0.000120641	0.000165702	0.002861619	0	0.74298371	0.001140568	7704.5254
0.000382181	0.40987396	362.16071	543081.03	1489.1421	0.91815964	4.90064E-05	0.028245237	0.000128966	0.22424347	0.000126093	0.000170558	0.002861619	0	0.74298371	0.001191344	8107.4375
0.00038476	0.40989281	362.1865	543072.45	1489.2346	0.91809427	5.11277E-05	0.028236689	0.000134602	0.22418057	0.000131798	0.000175466	0.002861619	0	0.74298371	0.001244418	8531.7264
0.000387339	0.40991264	362.21364	543063.43	1489.3318	0.91802548	5.33414E-05	0.028227762	0.000140486	0.224115	0.000137764	0.00018042	0.002861619	0	0.74298371	0.001299897	8978.4392
0.000389919	0.4099335	362.2422	543053.93	1489.434	0.9179531	5.56514E-05	0.02821844	0.000146629	0.22404664	0.000144006	0.000185413	0.002861619	0	0.74298371	0.001357891	9448.6593
0.000392498	0.40995545	362.27225	543043.94	1489.5415	0.91787695	5.8062E-05	0.028208705	0.000153043	0.22397537	0.000150536	0.000190438	0.002861619	0	0.74298371	0.001418514	9943.5062
0.000395078	0.40997855	362.30388	543033.42	1489.6545	0.91779681	6.05775E-05	0.028198539	0.00015974	0.22390108	0.000157366	0.000195487	0.002861619	0	0.74298371	0.001481888	10464.135
0.000397657	0.41000285	362.33717	543022.35	1489.7733	0.9177125	6.32027E-05	0.028187922	0.000166733	0.22382362	0.00016451	0.000200552	0.002861619	0	0.74298371	0.001548137	11011.735
0.000400236	0.41002842	362.3722	543010.7	1489.8982	0.91762379	6.59422E-05	0.028176835	0.000174033	0.22374286	0.000171982	0.000205625	0.002861619	0	0.74298371	0.001617393	11587.532
0.000402816	0.41005531	362.40906	542998.45	1490.0295	0.91753046	6.8801E-05	0.028165257	0.000181656	0.22365867	0.000179797	0.000210696	0.002861619	0	0.74298371	0.001689792	12192.781
0.000405395	0.4100836	362.44784	542985.55	1490.1676	0.91743227	7.17844E-05	0.028153165	0.000189614	0.2235709	0.000187971	0.000215756	0.002861619	0	0.74298371	0.001765478	12828.772
0.000407974	0.41011336	362.48865	542971.98	1490.3127	0.91732899	7.48978E-05	0.028140537	0.000197924	0.2234794	0.000196518	0.000220796	0.002861619	0	0.74298371	0.001844598	13496.824
0.000410554	0.41014467	362.53158	542957.7	1490.4653	0.91722036	7.81469E-05	0.02812735	0.0002066	0.22338401	0.000205456	0.000225805	0.002861619	0	0.74298371	0.001927308	14198.289
0.000413133	0.41017759	362.57675	542942.69	1490.6257	0.91710611	8.15374E-05	0.028113579	0.000215658	0.22328455	0.000214802	0.000230773	0.002861619	0	0.74298371	0.002013769	14934.542
0.000415713	0.41021221	362.62425	542926.89	1490.7942	0.91698597	8.50757E-05	0.028099198	0.000225115	0.22318087	0.000224574	0.00023569	0.002861619	0	0.74298371	0.00210415	15706.99
0.000418292	0.41024861	362.67421	542910.28	1490.9713	0.91685966	8.8768E-05	0.02808418	0.000234988	0.22307278	0.000234789	0.000240544	0.002861619	0	0.74298371	0.002198625	16517.063
0.000420871	0.41028688	362.72674	542892.81	1491.1574	0.91672687	9.26211E-05	0.028068497	0.000245296	0.22296009	0.000245468	0.000245326	0.002861619	0	0.74298371	0.002297377	17366.217
0.000423451	0.4103271	362.78197	542874.45	1491.3529	0.9165873	9.66418E-05	0.028052121	0.000256057	0.2228426	0.000256629	0.000250023	0.002861619	0	0.74298371	0.002400596	18255.929
0.00042603	0.41036938	362.84003	542855.14	1491.5582	0.91644064	0.000100837	0.028035022	0.000267291	0.22272012	0.000268294	0.000254626	0.002861619	0	0.74298371	0.002508478	19187.702
0.00042861	0.4104138	362.90105	542834.85	1491.7739	0.91628655	0.000105215	0.028017167	0.000279018	0.22259243	0.000280484	0.000259125	0.002861619	0	0.74298371	0.002621229	20163.06
0.000431189	0.41046047	362.96516	542813.53	1492.0004	0.9161247	0.000109784	0.027998524	0.00029126	0.22245932	0.00029322	0.000263508	0.002861619	0	0.74298371	0.002739062	21183.55
0.000433768	0.41050949	363.03252	542791.13	1492.2381	0.91595472	0.00011455	0.02797906	0.000304038	0.22232054	0.000306526	0.000267766	0.002861619	0	0.74298371	0.002862197	22250.741
0.000436348	0.41056096	363.10326	542767.61	1492.4876	0.91577626	0.000119523	0.027958739	0.000317377	0.22217585	0.000320425	0.000271889	0.002861619	0	0.74298371	0.002990864	23366.226
0.000438927	0.41061501	363.17755	542742.91	1492.7495	0.91558895	0.000124712	0.027937525	0.000331298	0.22202502	0.000334942	0.000275869	0.002861619	0	0.74298371	0.003125302	24531.622
0.000441506	0.41067173	363.25553	542716.98	1493.0242	0.91539238	0.000130126	0.027915379	0.000345828	0.22186778	0.000350101	0.000279698	0.002861619	0	0.74298371	0.003265759	25748.576
0.000444086	0.41073125	363.33738	542689.76	1493.3124	0.91518618	0.000135773	0.027892262	0.000360991	0.22170386	0.00036593	0.000283367	0.002861619	0	0.74298371	0.003412489	27018.764
0.000446665	0.4107937	363.42326	542661.2	1493.6146	0.91496991	0.000141665	0.027868133	0.000376816	0.22153297	0.000382456	0.00028687	0.002861619	0	0.74298371	0.003565759	28343.896
0.000449245	0.41085919	363.51334	542631.25	1493.9314	0.91474317	0.00014781	0.027842949	0.000393329	0.22135483	0.000399707	0.000290201	0.002861619	0	0.74298371	0.003725845	29725.72
0.000451824	0.41092786	363.60781	542599.84	1494.2635	0.91450551	0.00015422	0.027816667	0.000410559	0.22116913	0.000417711	0.000293356	0.002861619	0	0.74298371	0.003893032	31166.033
0.000454403	0.41099984	363.70685	542566.9	1494.6115	0.91425649	0.000160906	0.027789241	0.000428536	0.22097554	0.0004365	0.00029633	0.002861619	0	0.74298371	0.004067615	32666.677
0.000456983	0.41107527	363.81065	542532.39	1494.976	0.91399565	0.000167878	0.027760624	0.000447292	0.22077375	0.000456105	0.000299122	0.002861619	0	0.74298371	0.004249899	34229.556
0.000459562	0.4111543	363.91941	542496.22	1495.3577	0.9137225	0.000175149	0.027730766	0.000466858	0.22056341	0.000476558	0.000301729	0.002861619	0	0.74298371	0.004440203	35856.639
0.000462142	0.41123706	364.03333	542458.34	1495.7575	0.91343656	0.000182731	0.027699617	0.000487268	0.22034416	0.000497894	0.000304151	0.002861619	0	0.74298371	0.004638852	37549.97
0.000464721	0.41132372	364.15262	542418.68	1496.1759	0.91313733	0.000190636	0.027667123	0.000508556	0.22011564	0.000520147	0.000306389	0.002861619	0	0.74298371	0.004846186	39311.675
0.0004673	0.41141442	364.2775	542377.15	1496.6137	0.91282429	0.000198877	0.027633232	0.000530759	0.21987745	0.000543355	0.000308444	0.002861619	0	0.74298371	0.005062555	41143.976
0.00046988	0.41150934	364.40819	542333.69	1497.0717	0.91249691	0.000207468	0.027597886	0.000553913	0.21962921	0.000567555	0.000310321	0.002861619	0	0.74298371	0.005288322	43049.197
0.000472459	0.41160864	364.54493	542288.22	1497.5508	0.91215464	0.000216423	0.027561027	0.000578058	0.2193705	0.000592787	0.000312023	0.002861619	0	0.74298371	0.00552386	45029.773
0.000475038	0.4117125	364.68796	542240.67	1498.0517	0.91179691	0.000225755	0.027522595	0.000603233	0.21910089	0.000619091	0.000313556	0.002861619	0	0.74298371	0.005769557	47088.262
0.000477618	0.41182109	364.83751	542190.93	1498.5753	0.91142313	0.000235479	0.027482529	0.000629479	0.21881994	0.000646512	0.000314924	0.002861619	0	0.74298371	0.006025812	49227.352
0.000480197	0.41193459	364.99386	542138.94	1499.1225	0.91103272	0.000245612	0.027440762	0.00065684	0.21852719	0.000675092	0.000316136	0.002861619	0	0.74298371	0.006293038	51449.869
0.000482777	0.41205321	365.15726	542084.61	1499.6943	0.91062504	0.000256167	0.02739723	0.000685359	0.21822218	0.000704879	0.000317199	0.002861619	0	0.74298371	0.006571661	53758.784
0.000485356	0.41217714	365.328	542027.84	1500.2916	0.91019946	0.000267163	0.027351864	0.000715083	0.2179044	0.000735921	0.000318121	0.002861619	0	0.74298371	0.006862123	56157.218
0.000487935	0.41230659	365.50635	541968.53	1500.9153	0.90975532	0.000278614	0.027304593	0.000746059	0.21757335	0.000768268	0.00031891	0.002861619	0	0.74298371	0.007164876	58648.443
0.000490515	0.41244177	365.69262	541906.59	1501.5666	0.90929193	0.000290538	0.027255345	0.000778335	0.21722852	0.000801971	0.000319576	0.002861619	0	0.74298371	0.007480389	61235.89
0.000493094	0.41258291	365.88711	541841.92	1502.2464	0.90880858	0.000302954	0.027204043	0.000811964	0.21686935	0.000837086	0.000320128	0.002861619	0	0.74298371	0.007809146	63923.141
0.000495674	0.41273023	366.09015	541774.41	1502.9559	0.90830456	0.000315878	0.027150612	0.000846996	0.2164953	0.000873668	0.000320574	0.002861619	0	0.74298371	0.008151645	66713.933
0.000498253	0.41288398	366.30205	541703.94	1503.6962	0.90777911	0.000329329	0.02709497	0.000883486	0.21610579	0.000911775	0.000320923	0.002861619	0	0.74298371	0.008508399	69612.149
0.000500832	0.41304441	366.52318	541630.41	1504.4686	0.90723144	0.000343326	0.027037037	0.00092149	0.21570023	0.000951468	0.000321185	0.002861619	0	0.74298371	0.008879937	72621.814
0.000503412	0.41321177	366.75388	541553.7	1505.2742	0.90666076	0.000357889	0.026976728	0.000961065	0.21527801	0.000992809	0.000321367	0.002861619	0	0.74298371	0.009266803	75747.082
0.000505991	0.41338633	366.99452	541473.68	1506.1144	0.90606625	0.000373037	0.026913956	0.001002269	0.21483851	0.001035864	0.000321477	0.002861619	0	0.74298371	0.009669556	78992.233
0.00050857	0.41356837	367.2455	541390.23	1506.9904	0.90544704	0.000388791	0.026848632	0.001045165	0.21438109	0.001080699	0.000321522	0.002861619	0	0.74298371	0.010088771	82361.65
0.00051115	0.41375817	367.50721	541303.2	1507.9037	0.90480225	0.000405172	0.026780666	0.001089814	0.21390509	0.001127384	0.000321509	0.002861619	0	0.74298371	0.010525039	85859.814
0.000513729	0.41395605	367.78006	541212.47	1508.8556	0.90413098	0.0004222	0.026709964	0.001136281	0.21340983	0.001175989	0.000321444	0.002861619	0	0.74298371	0.010978966	89491.281
0.000516309	0.4141623	368.06449	541117.9	1509.8477	0.9034323	0.000439898	0.02663643	0.001184632	0.21289462	0.00122659	0.000321333	0.002861619	0	0.74298371	0.011451172	93260.669
0.000518888	0.41437724	368.36093	541019.32	1510.8814	0.90270525	0.000458286	0.026559968	0.001234934	0.21235875	0.00127926	0.000321179	0.002861619	0	0.74298371	0.011942293	97172.64
0.000521467	0.41460121	368.66986	540916.6	1511.9583	0.90194884	0.000477389	0.026480476	0.001287258	0.2118015	0.001334079	0.000320986	0.002861619	0	0.74298371	0.01245298	101231.88
0.000524047	0.41483454	368.99173	540809.57	1513.0801	0.90116207	0.000497227	0.026397853	0.001341674	0.21122214	0.001391127	0.000320758	0.002861619	0	0.74298371	0.012983895	105443.08
0.000526626	0.4150776	369.32704	540698.07	1514.2484	0.90034389	0.000517825	0.026311996	0.001398256	0.2106199	0.001450484	0.000320496	0.002861619	0	0.74298371	0.013535717	109810.9
0.000529206	0.41533074	369.67631	540581.93	1515.465	0.89949327	0.000539205	0.026222799	0.001457077	0.20999402	0.001512236	0.000320204	0.002861619	0	0.74298371	0.014109135	114340
0.000531785	0.41559434	370.04003	540460.98	1516.7316	0.89860912	0.00056139	0.026130155	0.001518213	0.20934371	0.001576469	0.000319881	0.002861619	0	0.74298371	0.01470485	119034.93
0.000534364	0.41586878	370.41877	540335.05	1518.05	0.89769034	0.000584405	0.026033956	0.001581742	0.2086682	0.001643269	0.000319529	0.002861619	0	0.74298371	0.015323574	123900.2
0.000536944	0.41615446	370.81305	540203.94	1519.4221	0.89673583	0.000608272	0.025934093	0.001647743	0.20796666	0.001712728	0.000319148	0.002861619	0	0.74298371	0.015966028	128940.19
0.000539523	0.41645178	371.22346	540067.47	1520.8499	0.89574445	0.000633015	0.025830455	0.001716296	0.20723829	0.001784935	0.000318738	0.002861619	0	0.74298371	0.016632941	134159.16
0.000542103	0.41676116	371.65056	539925.45	1522.3352	0.89471505	0.000658657	0.02572293	0.001787481	0.20648227	0.001859985	0.000318299	0.002861619	0	0.74298371	0.017325049	139561.2
0.000544682	0.41708303	372.09496	539777.68	1523.8801	0.89364648	0.000685222	0.025611407	0.001861381	0.20569777	0.001937971	0.000317828	0.002861619	0	0.74298371	0.018043092	145150.22
0.000547261	0.41741782	372.55725	539623.96	1525.4866	0.89253758	0.000712734	0.025495774	0.001938079	0.20488395	0.00201899	0.000317327	0.002861619	0	0.74298371	0.018787814	150929.9
0.000549841	0.41776597	373.03807	539464.07	1527.1569	0.89138718	0.000741214	0.025375919	0.00201766	0.20403999	0.002103138	0.000316792	0.002861619	0	0.74298371	0.01955996	156903.68
0.00055242	0.41812794	373.53803	539297.83	1528.8929	0.89019409	0.000770685	0.02525173	0.002100208	0.20316504	0.002190512	0.000316223	0.002861619	0	0.74298371	0.020360273	163074.69
0.000554999	0.41850418	374.05779	539125	1530.6969	0.88895716	0.000801169	0.025123099	0.002185807	0.20225827	0.002281212	0.000315618	0.002861619	0	0.74298371	0.021189492	169445.74
0.000557579	0.41889517	374.59799	538945.37	1532.5711	0.88767521	0.000832687	0.024989914	0.002274543	0.20131886	0.002375338	0.000314974	0.002861619	0	0.74298371	0.022048351	176019.27
0.000560158	0.41930137	375.1593	538758.72	1534.5175	0.88634708	0.00086526	0.02485207	0.002366502	0.20034599	0.002472988	0.000314291	0.002861619	0	0.74298371	0.022937573	182797.3
0.000562738	0.41972326	375.74239	538564.83	1536.5386	0.88497162	0.000898906	0.024709462	0.002461768	0.19933884	0.002574261	0.000313566	0.002861619	0	0.74298371	0.023857868	189781.36
0.000565317	0.42016132	376.34792	538363.48	1538.6364	0.88354772	0.000933644	0.024561987	0.002560425	0.19829663	0.002679259	0.000312796	0.002861619	0	0.74298371	0.024809933	196972.48
0.000567896	0.42061603	376.97659	538154.43	1540.8132	0.88207427	0.000969491	0.024409548	0.002662558	0.19721858	0.002788078	0.00031198	0.002861619	0	0.74298371	0.025794441	204371.11
0.000570476	0.42108789	377.62907	537937.47	1543.0712	0.88055019	0.001006462	0.024252051	0.002768248	0.19610393	0.002900818	0.000311115	0.002861619	0	0.74298371	0.026812045	211977.04
0.000573055	0.42157737	378.30605	537712.36	1545.4127	0.87897444	0.001044572	0.024089405	0.002877577	0.19495198	0.003017574	0.000310199	0.002861619	0	0.74298371	0.027863369	219789.41
0.000575635	0.42208497	379.00821	537478.87	1547.8399	0.87734603	0.001083832	0.023921527	0.002990624	0.19376202	0.00313844	0.000309228	0.002861619	0	0.74298371	0.028949003	227806.56
0.000578214	0.42261116	379.73623	537236.79	1550.355	0.875664	0.001124253	0.023748339	0.003107465	0.1925334	0.003263509	0.000308201	0.002861619	0	0.74298371	0.030069501	236026.01
0.000580793	0.42315642	380.49079	536985.89	1552.9601	0.87392746	0.001165843	0.023569772	0.003228176	0.19126552	0.003392869	0.000307115	0.002861619	0	0.74298371	0.031225376	244444.41
0.000583373	0.42372121	381.27254	536725.94	1555.6573	0.87213558	0.001208607	0.023385762	0.003352827	0.18995781	0.003526607	0.000305968	0.002861619	0	0.74298371	0.032417092	253057.44
0.000585952	0.424306	382.08214	536456.73	1558.4488	0.8702876	0.001252549	0.023196256	0.003481485	0.18860976	0.003664804	0.000304756	0.002861619	0	0.74298371	0.03364506	261859.76
0.000588531	0.42491123	382.92023	536178.05	1561.3364	0.86838282	0.001297668	0.023001209	0.003614215	0.18722093	0.003807536	0.000303477	0.002861619	0	0.74298371	0.034909634	270844.94
0.000591111	0.42553735	383.78742	535889.68	1564.3221	0.86642066	0.001343961	0.022800589	0.003751074	0.18579094	0.003954876	0.000302128	0.002861619	0	0.74298371	0.036211102	280005.41
0.00059369	0.42618476	384.68432	535591.45	1567.4078	0.86440059	0.001391422	0.022594373	0.003892118	0.18431948	0.004106888	0.000300707	0.002861619	0	0.74298371	0.037549682	289332.37
0.00059627	0.42685387	385.61148	535283.15	1570.5951	0.86232222	0.001440041	0.022382552	0.004037394	0.18280633	0.004263631	0.000299211	0.002861619	0	0.74298371	0.038925515	298815.77
0.000598849	0.42754504	386.56946	534964.6	1573.8857	0.86018525	0.001489805	0.022165131	0.004186944	0.18125134	0.004425155	0.000297638	0.002861619	0	0.74298371	0.040338659	308444.23
0.000601428	0.42825864	387.55876	534635.63	1577.2811	0.8579895	0.001540696	0.021942128	0.004340803	0.17965448	0.004591501	0.000295985	0.002861619	0	0.74298371	0.041789082	318205.03
0.000604008	0.42899498	388.57985	534296.1	1580.7825	0.85573493	0.001592691	0.021713577	0.004498998	0.17801579	0.004762704	0.00029425	0.002861619	0	0.74298371	0.043276659	328084.03
0.000606587	0.42975436	389.63314	533945.86	1584.3911	0.85342162	0.001645765	0.021479529	0.004661549	0.17633545	0.004938784	0.000292431	0.002861619	0	0.74298371	0.044801159	338065.68
0.000609167	0.43053702	390.71903	533584.78	1588.1079	0.8510498	0.001699887	0.021240053	0.004828467	0.17461374	0.005119754	0.000290526	0.002861619	0	0.74298371	0.046362245	348132.98
0.000611746	0.4313432	391.83783	533212.75	1591.9338	0.84861983	0.001755021	0.020995233	0.004999754	0.17285105	0.005305612	0.000288532	0.002861619	0	0.74298371	0.047959468	358267.52
0.000614325	0.43217306	392.98981	532829.7	1595.8692	0.84613225	0.001811125	0.020745177	0.005175399	0.17104792	0.005496343	0.000286449	0.002861619	0	0.74298371	0.049592256	368449.43
