X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	AR	H2O	Therm(1/s)
0.000291403	0.50039506	486.17272	554205.78	2239.1539	0.83363043	0.003476659	0.00531571	0.018213659	0.041668958	0.020805348	5.74003E-05	0.80655231	0.10388532	480499.79
0.000292938	0.50111509	487.15216	553808.82	2242.586	0.83195437	0.00346946	0.005296456	0.018237309	0.041404493	0.020871875	5.69307E-05	0.80655231	0.10408669	475868.04
0.000294472	0.50182893	488.12311	553415.31	2245.9833	0.83029949	0.003462087	0.005278559	0.018257547	0.04115363	0.02093667	5.64793E-05	0.80655231	0.1042784	471297.87
0.000296007	0.50253666	489.08568	553025.19	2249.3465	0.82866539	0.003454563	0.005261924	0.018274576	0.040915554	0.020999813	5.6045E-05	0.80655231	0.10446106	466789.99
0.000297541	0.50323835	490.03995	552638.43	2252.6758	0.82705169	0.003446904	0.005246465	0.018288587	0.040689492	0.021061378	5.5627E-05	0.80655231	0.10463524	462344.89
0.000299076	0.50393408	490.98606	552254.99	2255.9718	0.82545801	0.00343913	0.005232099	0.018299766	0.040474716	0.021121435	5.52243E-05	0.80655231	0.10480148	457962.85
0.000300611	0.50462394	491.92409	551874.81	2259.2349	0.82388396	0.003431256	0.00521875	0.018308289	0.040270541	0.02118005	5.48362E-05	0.80655231	0.10496029	453643.94
0.000302145	0.505308	492.85417	551497.86	2262.4656	0.82232919	0.003423296	0.005206346	0.018314323	0.040076319	0.021237284	5.44617E-05	0.80655231	0.10511214	449388.08
0.00030368	0.50598635	493.7764	551124.1	2265.6645	0.82079332	0.003415265	0.005194821	0.018318028	0.039891443	0.021293195	5.41003E-05	0.80655231	0.10525747	445195.07
0.000305215	0.50665907	494.69089	550753.46	2268.8318	0.819276	0.003407175	0.005184112	0.018319557	0.03971534	0.021347838	5.37511E-05	0.80655231	0.10539671	441064.54
0.000306749	0.50732623	495.59774	550385.93	2271.9682	0.81777688	0.003399036	0.005174161	0.018319052	0.039547473	0.021401263	5.34135E-05	0.80655231	0.10553024	436996.07
0.000308284	0.50798792	496.49707	550021.44	2275.074	0.8162956	0.00339086	0.005164915	0.018316649	0.039387336	0.02145352	5.30869E-05	0.80655231	0.10565842	432989.12
0.000309819	0.50864421	497.38898	549659.96	2278.1497	0.81483182	0.003382656	0.005156324	0.018312479	0.039234455	0.021504655	5.27706E-05	0.80655231	0.1057816	429043.08
0.000311353	0.50929519	498.27359	549301.44	2281.1959	0.81338522	0.003374432	0.005148339	0.018306661	0.039088384	0.02155471	5.24642E-05	0.80655231	0.1059001	425157.28
0.000312888	0.50994092	499.15099	548945.84	2284.2129	0.81195547	0.003366196	0.005140918	0.018299312	0.038948706	0.021603728	5.21671E-05	0.80655231	0.10601422	421330.99
0.000314423	0.5105815	500.02129	548593.12	2287.2011	0.81054224	0.003357955	0.005134021	0.01829054	0.038815028	0.021651746	5.18788E-05	0.80655231	0.10612423	417563.45
0.000315957	0.51121699	500.88459	548243.23	2290.1611	0.80914522	0.003349716	0.005127608	0.018280445	0.038686984	0.021698801	5.15988E-05	0.80655231	0.10623039	413853.85
0.000317492	0.51184747	501.741	547896.14	2293.0932	0.80776412	0.003341485	0.005121646	0.018269126	0.038564227	0.02174493	5.13267E-05	0.80655231	0.10633295	410201.35
0.000319027	0.51247301	502.59061	547551.8	2295.998	0.80639861	0.003333267	0.005116101	0.018256671	0.038446437	0.021790164	5.10621E-05	0.80655231	0.10643214	406605.1
0.000320561	0.51309369	503.43353	547210.17	2298.8757	0.80504843	0.003325066	0.005110944	0.018243165	0.03833331	0.021834536	5.08047E-05	0.80655231	0.10652816	403064.22
0.000322096	0.51370957	504.26986	546871.22	2301.7269	0.80371326	0.003316888	0.005106145	0.018228688	0.038224564	0.021878075	5.05539E-05	0.80655231	0.10662121	399577.82
0.000323631	0.51432074	505.09968	546534.9	2304.5519	0.80239285	0.003308735	0.005101679	0.018213315	0.038119933	0.021920811	5.03096E-05	0.80655231	0.10671149	396145.01
0.000325165	0.51492725	505.9231	546201.18	2307.3511	0.8010869	0.003300612	0.005097521	0.018197116	0.03801917	0.02196277	5.00714E-05	0.80655231	0.10679915	392764.88
0.0003267	0.51552919	506.74021	545870.01	2310.125	0.79979516	0.003292522	0.005093648	0.018180155	0.037922042	0.022003978	4.98389E-05	0.80655231	0.10688436	389436.54
0.000328235	0.5161266	507.55111	545541.37	2312.8739	0.79851736	0.003284468	0.005090041	0.018162495	0.037828332	0.022044461	4.9612E-05	0.80655231	0.10696728	386159.06
0.000329769	0.51671957	508.35587	545215.2	2315.5983	0.79725325	0.003276451	0.005086678	0.018144193	0.037737836	0.022084241	4.93903E-05	0.80655231	0.10704804	382931.55
0.000331304	0.51730816	509.1546	544891.49	2318.2984	0.79600257	0.003268475	0.005083542	0.018125301	0.037650364	0.022123342	4.91736E-05	0.80655231	0.10712676	379753.12
0.000332839	0.51789243	509.94738	544570.19	2320.9748	0.79476508	0.003260541	0.005080615	0.018105871	0.037565739	0.022161784	4.89617E-05	0.80655231	0.10720358	376622.86
0.000334373	0.51847244	510.73429	544251.26	2323.6276	0.79354055	0.003252651	0.005077883	0.018085949	0.037483793	0.022199588	4.87543E-05	0.80655231	0.10727861	373539.9
0.000335908	0.51904826	511.51543	543934.67	2326.2574	0.79232874	0.003244807	0.005075331	0.018065578	0.037404372	0.022236775	4.85512E-05	0.80655231	0.10735194	370503.37
0.000338977	0.52018756	513.06069	543308.4	2331.449	0.78994236	0.003229261	0.005070712	0.018023652	0.037252527	0.022309368	4.81573E-05	0.80655231	0.10749393	364566.1
0.00034174	0.52119918	514.43248	542752.43	2336.0458	0.78783589	0.003215438	0.005067045	0.017984766	0.037123133	0.022372768	4.78158E-05	0.80655231	0.10761687	359372.76
0.000344502	0.52219814	515.7868	542203.54	2340.5731	0.78576724	0.00320178	0.005063776	0.017944981	0.036999917	0.022434435	4.74857E-05	0.80655231	0.10773569	354316.7
0.000347265	0.52318474	517.12409	541661.55	2345.0327	0.78373524	0.003188289	0.005060854	0.017904462	0.036882278	0.022494455	4.71661E-05	0.80655231	0.10785078	349393.25
0.000350027	0.5241593	518.44477	541126.29	2349.4263	0.78173876	0.003174968	0.005058231	0.017863353	0.036769681	0.022552909	4.68564E-05	0.80655231	0.10796249	344597.87
0.000352789	0.52512213	519.74926	540597.6	2353.7558	0.77977672	0.003161819	0.005055867	0.017821781	0.036661654	0.022609873	4.65557E-05	0.80655231	0.10807115	339926.17
0.000355552	0.52607351	521.03796	540075.3	2358.0228	0.77784807	0.003148842	0.005053726	0.017779855	0.036557776	0.022665417	4.62637E-05	0.80655231	0.10817703	335373.9
0.000358314	0.52701372	522.31126	539559.25	2362.2289	0.77595181	0.003136036	0.005051777	0.017737671	0.036457674	0.022719604	4.59796E-05	0.80655231	0.10828037	330936.96
0.000361076	0.52794305	523.56954	539049.28	2366.3757	0.774087	0.003123402	0.005049992	0.017695315	0.036361015	0.022772495	4.5703E-05	0.80655231	0.10838138	326611.4
0.000363839	0.52886175	524.81314	538545.27	2370.4646	0.77225272	0.003110939	0.005048349	0.017652858	0.036267505	0.022824147	4.54336E-05	0.80655231	0.10848027	322393.4
0.000366601	0.52977008	526.04243	538047.05	2374.4972	0.77044807	0.003098644	0.005046826	0.017610364	0.03617688	0.022874612	4.51708E-05	0.80655231	0.10857719	318279.3
0.000369364	0.53066828	527.25773	537554.5	2378.4749	0.76867222	0.003086516	0.005045407	0.017567888	0.036088906	0.022923939	4.49144E-05	0.80655231	0.1086723	314265.57
0.000372126	0.53155659	528.45939	537067.48	2382.399	0.76692435	0.003074553	0.005044074	0.017525478	0.036003374	0.022972173	4.46639E-05	0.80655231	0.10876574	310348.8
0.000374888	0.53243525	529.64771	536585.87	2386.2709	0.76520367	0.003062752	0.005042815	0.017483174	0.035920099	0.023019357	4.44191E-05	0.80655231	0.10885762	306525.73
0.000377651	0.53330447	530.82301	536109.54	2390.0917	0.76350943	0.003051111	0.005041618	0.017441012	0.035838912	0.023065532	4.41798E-05	0.80655231	0.10894804	302793.21
0.000380413	0.53416447	531.98557	535638.36	2393.8628	0.76184092	0.003039628	0.005040472	0.017399022	0.035759665	0.023110734	4.39456E-05	0.80655231	0.10903711	299148.22
0.000383176	0.53501546	533.13568	535172.24	2397.5853	0.76019743	0.0030283	0.00503937	0.017357229	0.035682225	0.023155	4.37163E-05	0.80655231	0.1091249	295587.87
0.000385938	0.53585764	534.27363	534711.04	2401.2604	0.75857828	0.003017124	0.005038302	0.017315656	0.035606471	0.023198363	4.34918E-05	0.80655231	0.1092115	292109.36
0.0003887	0.53669121	535.39968	534254.67	2404.8892	0.75698285	0.003006098	0.005037263	0.017274322	0.035532296	0.023240854	4.32718E-05	0.80655231	0.10929696	288710.02
0.000391463	0.53751635	536.51408	533803.01	2408.4727	0.7554105	0.002995218	0.005036246	0.01723324	0.035459602	0.023282503	4.30561E-05	0.80655231	0.10938136	285387.26
0.000394225	0.53833325	537.61711	533355.97	2412.012	0.75386064	0.002984482	0.005035247	0.017192426	0.035388302	0.023323337	4.28447E-05	0.80655231	0.10946474	282138.61
0.000396988	0.53914208	538.70898	532913.44	2415.508	0.75233268	0.002973887	0.005034262	0.017151888	0.035318317	0.023363382	4.26372E-05	0.80655231	0.10954716	278961.7
0.00039975	0.53994302	539.78995	532475.34	2418.9619	0.75082607	0.00296343	0.005033286	0.017111636	0.035249576	0.023402665	4.24336E-05	0.80655231	0.10962865	275854.25
0.000402512	0.54073624	540.86025	532041.56	2422.3744	0.74934029	0.002953109	0.005032317	0.017071677	0.035182013	0.023441209	4.22337E-05	0.80655231	0.10970927	272814.05
0.000405275	0.54152189	541.92009	531612.02	2425.7465	0.74787479	0.00294292	0.005031352	0.017032017	0.03511557	0.023479035	4.20374E-05	0.80655231	0.10978904	269839
0.000408037	0.54230013	542.96968	531186.63	2429.0792	0.7464291	0.002932861	0.005030388	0.016992658	0.035050193	0.023516166	4.18446E-05	0.80655231	0.109868	266927.08
0.0004108	0.54307111	544.00925	530765.31	2432.3731	0.74500272	0.00292293	0.005029425	0.016953605	0.034985833	0.023552621	4.16552E-05	0.80655231	0.10994618	264076.33
0.000413562	0.54383498	545.03899	530347.97	2435.6293	0.7435952	0.002913123	0.005028459	0.01691486	0.034922445	0.023588421	4.1469E-05	0.80655231	0.11002361	261284.87
0.000416324	0.54459188	546.05909	529934.53	2438.8484	0.74220607	0.002903439	0.00502749	0.016876423	0.034859989	0.023623583	4.12861E-05	0.80655231	0.11010031	258550.91
0.000419087	0.54534195	547.06975	529524.92	2442.0312	0.74083491	0.002893874	0.005026517	0.016838295	0.034798426	0.023658126	4.11061E-05	0.80655231	0.1101763	255872.72
0.000421849	0.54608533	548.07116	529119.06	2445.1785	0.7394813	0.002884427	0.005025538	0.016800475	0.034737723	0.023692065	4.09292E-05	0.80655231	0.11025162	253248.63
0.000427374	0.54755251	550.04692	528318.31	2451.3696	0.7368251	0.002865874	0.005023561	0.01672576	0.034618766	0.023758198	4.05839E-05	0.80655231	0.11040028	248156.37
0.000432346	0.54885134	551.79519	527609.76	2456.8272	0.73449059	0.002849553	0.005021757	0.016659561	0.034514345	0.02381581	4.02825E-05	0.80655231	0.11053193	243742.89
0.000437318	0.5501304	553.51611	526912.29	2462.1805	0.732207	0.002833577	0.005019927	0.016594338	0.034412275	0.023871698	3.99896E-05	0.80655231	0.11066165	239481.49
0.000442291	0.55139032	555.21059	526225.53	2467.4331	0.72997234	0.002817932	0.005018071	0.016530078	0.034312426	0.023925939	3.97047E-05	0.80655231	0.1107895	235364.47
0.000447263	0.55263175	556.87948	525549.15	2472.5885	0.72778471	0.002802607	0.005016187	0.016466764	0.034214685	0.023978604	3.94275E-05	0.80655231	0.11091558	231384.67
0.000452235	0.55385526	558.52361	524882.81	2477.65	0.72564233	0.00278759	0.005014276	0.016404377	0.034118949	0.024029757	3.91577E-05	0.80655231	0.11103994	227535.35
0.000457208	0.55506143	560.14374	524226.19	2482.6208	0.72354352	0.002772871	0.005012337	0.0163429	0.034025127	0.024079461	3.88949E-05	0.80655231	0.11116264	223810.2
0.00046218	0.55625079	561.74062	523578.99	2487.5036	0.72148668	0.00275844	0.005010373	0.016282313	0.033933134	0.024127774	3.86389E-05	0.80655231	0.11128374	220203.32
0.000467152	0.55742384	563.31495	522940.93	2492.3015	0.71947029	0.002744286	0.005008383	0.016222597	0.033842893	0.024174751	3.83893E-05	0.80655231	0.11140329	216709.16
0.000472125	0.55858109	564.86742	522311.73	2497.0171	0.71749292	0.002730401	0.005006368	0.016163731	0.033754335	0.024220442	3.81461E-05	0.80655231	0.11152133	213322.5
0.000477097	0.55972299	566.39866	521691.14	2501.653	0.71555319	0.002716775	0.00500433	0.016105697	0.033667394	0.024264897	3.79088E-05	0.80655231	0.11163792	210038.46
0.000482069	0.56084999	567.9093	521078.89	2506.2117	0.71364983	0.002703399	0.00500227	0.016048475	0.033582009	0.024308162	3.76772E-05	0.80655231	0.11175309	206852.42
0.000487042	0.56196251	569.39991	520474.76	2510.6954	0.71178159	0.002690267	0.005000189	0.015992046	0.033498125	0.02435028	3.74513E-05	0.80655231	0.11186688	203760.05
0.000492014	0.56306098	570.87107	519878.52	2515.1064	0.70994729	0.00267737	0.004998089	0.015936391	0.03341569	0.024391292	3.72306E-05	0.80655231	0.11197933	200757.26
0.000496986	0.56414576	572.32331	519289.94	2519.4469	0.70814584	0.0026647	0.004995969	0.015881493	0.033334653	0.024431238	3.70152E-05	0.80655231	0.11209047	197840.19
0.000501958	0.56521725	573.75716	518708.82	2523.7189	0.70637615	0.002652251	0.004993833	0.015827333	0.033254968	0.024470154	3.68047E-05	0.80655231	0.11220034	195005.22
0.000506931	0.56627579	575.1731	518134.96	2527.9244	0.70463722	0.002640015	0.00499168	0.015773895	0.033176592	0.024508077	3.6599E-05	0.80655231	0.11230897	192248.9
0.000511903	0.56732173	576.57161	517568.16	2532.0653	0.70292808	0.002627987	0.004989511	0.015721161	0.033099482	0.024545039	3.63979E-05	0.80655231	0.11241639	189567.99
0.000516875	0.56835541	577.95315	517008.24	2536.1432	0.7012478	0.00261616	0.004987329	0.015669115	0.0330236	0.024581074	3.62014E-05	0.80655231	0.11252262	186959.42
0.000521848	0.56937713	579.31815	516455.02	2540.1601	0.6995955	0.002604528	0.004985134	0.015617742	0.032948909	0.024616211	3.60091E-05	0.80655231	0.1126277	184420.28
0.00052682	0.5703872	580.66705	515908.33	2544.1175	0.69797033	0.002593086	0.004982926	0.015567025	0.032875373	0.02465048	3.58211E-05	0.80655231	0.11273164	181947.82
0.000531792	0.57138592	582.00024	515368	2548.0171	0.69637149	0.002581828	0.004980707	0.01551695	0.032802957	0.024683909	3.56371E-05	0.80655231	0.11283449	179539.42
0.000536765	0.57237357	583.31811	514833.88	2551.8603	0.69479821	0.002570749	0.004978478	0.015467503	0.032731631	0.024716524	3.54571E-05	0.80655231	0.11293626	177192.62
0.000546709	0.5743167	585.90938	513783.67	2559.3835	0.69172536	0.002549107	0.004973993	0.015370435	0.032592122	0.024779416	3.51082E-05	0.80655231	0.11313665	172674.52
0.000555659	0.57603027	588.19276	512858.24	2565.9759	0.68904006	0.002530193	0.004969929	0.015285083	0.032469992	0.024833482	3.48065E-05	0.80655231	0.11331355	168796.5
0.000564609	0.57771188	590.43193	511950.73	2572.4069	0.68642692	0.002511787	0.004965843	0.015201559	0.032350949	0.024885279	3.45158E-05	0.80655231	0.1134873	165084.86
0.00057356	0.57936283	592.62872	511060.4	2578.6837	0.68388244	0.002493864	0.00496174	0.015119793	0.032234847	0.024934927	3.42354E-05	0.80655231	0.11365801	161529.02
0.00058251	0.58098436	594.7848	510186.56	2584.8128	0.68140338	0.002476403	0.004957623	0.01503972	0.032121553	0.024982536	3.39648E-05	0.80655231	0.11382579	158119.3
0.00059146	0.5825776	596.90178	509328.58	2590.8003	0.6789867	0.002459383	0.004953495	0.014961276	0.032010943	0.02502821	3.37036E-05	0.80655231	0.11399075	154846.79
0.00060041	0.58414364	598.98115	508485.83	2596.6521	0.67662959	0.002442785	0.004949358	0.014884404	0.031902898	0.025072047	3.34512E-05	0.80655231	0.11415299	151703.33
0.00060936	0.5856835	601.02433	507657.76	2602.3736	0.6743294	0.00242659	0.004945216	0.014809047	0.031797309	0.025114135	3.32073E-05	0.80655231	0.11431258	148681.34
0.00061831	0.58719814	603.03264	506843.81	2607.97	0.67208365	0.002410782	0.004941072	0.014735152	0.031694075	0.02515456	3.29714E-05	0.80655231	0.11446963	145773.86
0.000627261	0.58868847	605.00734	506043.49	2613.446	0.66989001	0.002395344	0.004936926	0.014662669	0.031593097	0.025193399	3.27432E-05	0.80655231	0.11462421	142974.45
0.000636211	0.59015535	606.94962	505256.3	2618.8062	0.66774632	0.002380261	0.00493278	0.01459155	0.031494287	0.025230729	3.25223E-05	0.80655231	0.1147764	140277.13
0.000645161	0.59159958	608.86061	504481.8	2624.0551	0.66565051	0.00236552	0.004928638	0.014521749	0.031397558	0.025266616	3.23083E-05	0.80655231	0.11492628	137676.36
0.000654111	0.59302193	610.74137	503719.55	2629.1965	0.66360066	0.002351106	0.0049245	0.014453224	0.03130283	0.025301128	3.2101E-05	0.80655231	0.11507391	135167.01
0.000663061	0.59442314	612.59291	502969.15	2634.2343	0.66159495	0.002337008	0.004920368	0.014385934	0.031210027	0.025334325	3.19E-05	0.80655231	0.11521937	132744.28
0.000672011	0.5958039	614.41619	502230.19	2639.1723	0.65963167	0.002323214	0.004916242	0.014319838	0.031119079	0.025366265	3.17051E-05	0.80655231	0.11536271	130403.72
0.000680961	0.59716486	616.21212	501502.32	2644.0139	0.65770919	0.002309711	0.004912125	0.0142549	0.031029916	0.025397002	3.15161E-05	0.80655231	0.11550401	128141.18
0.000689912	0.59850664	617.98157	500785.18	2648.7624	0.65582599	0.00229649	0.004908018	0.014191084	0.030942475	0.025426588	3.13326E-05	0.80655231	0.11564331	125952.77
0.000698862	0.59982985	619.72536	500078.45	2653.4208	0.65398062	0.00228354	0.004903921	0.014128356	0.030856695	0.025455071	3.11545E-05	0.80655231	0.11578067	123834.88
0.000707812	0.60113505	621.44428	499381.79	2657.9922	0.6521717	0.002270852	0.004899835	0.014066683	0.030772518	0.025482498	3.09815E-05	0.80655231	0.11591615	121784.12
0.000716762	0.60242277	623.13908	498694.9	2662.4793	0.65039794	0.002258416	0.004895761	0.014006035	0.03068989	0.025508911	3.08134E-05	0.80655231	0.1160498	119797.29
0.000725712	0.60369354	624.81047	498017.51	2666.885	0.6486581	0.002246225	0.0048917	0.013946381	0.030608759	0.025534351	3.06501E-05	0.80655231	0.11618166	117871.43
0.000734662	0.60494785	626.45914	497349.32	2671.2117	0.64695101	0.002234269	0.004887652	0.013887692	0.030529076	0.025558858	3.04912E-05	0.80655231	0.11631179	116003.74
0.000743612	0.60618616	628.08573	496690.09	2675.4618	0.64527557	0.002222542	0.004883619	0.013829942	0.030450792	0.025582468	3.03368E-05	0.80655231	0.11644022	114191.59
0.000752563	0.60740892	629.69087	496039.54	2679.6378	0.6436307	0.002211035	0.0048796	0.013773105	0.030373865	0.025605216	3.01865E-05	0.80655231	0.11656701	112432.51
0.000761513	0.60861657	631.27515	495397.45	2683.7418	0.64201541	0.002199741	0.004875597	0.013717154	0.03029825	0.025627136	3.00403E-05	0.80655231	0.11669219	110724.17
0.000770463	0.60980952	632.83915	494763.58	2687.776	0.64042874	0.002188654	0.004871609	0.013662067	0.030223908	0.025648258	2.9898E-05	0.80655231	0.1168158	109064.38
0.000779413	0.61098815	634.38341	494137.71	2691.7423	0.63886976	0.002177767	0.004867637	0.01360782	0.030150799	0.025668613	2.97594E-05	0.80655231	0.11693789	107451.07
0.000788363	0.61215285	635.90845	493519.63	2695.6429	0.63733761	0.002167074	0.004863682	0.01355439	0.030078886	0.02568823	2.96244E-05	0.80655231	0.11705848	105882.3
0.000797313	0.61330399	637.41478	492909.13	2699.4795	0.63583146	0.00215657	0.004859744	0.013501757	0.030008134	0.025707136	2.94929E-05	0.80655231	0.11717762	104356.22
0.000806263	0.61444189	638.90289	492306.02	2703.2539	0.63435051	0.002146248	0.004855822	0.013449899	0.029938509	0.025725356	2.93648E-05	0.80655231	0.11729533	102871.08
0.000815214	0.61556692	640.37323	491710.1	2706.9679	0.632894	0.002136103	0.004851918	0.013398797	0.029869979	0.025742916	2.92399E-05	0.80655231	0.11741166	101425.24
0.000824164	0.61667937	641.82625	491121.21	2710.623	0.6314612	0.00212613	0.004848031	0.013348433	0.029802511	0.025759839	2.91181E-05	0.80655231	0.11752662	100017.14
0.000833114	0.61777956	643.26238	490539.17	2714.2209	0.63005142	0.002116324	0.004844162	0.013298787	0.029736078	0.025776146	2.89993E-05	0.80655231	0.11764026	98645.299
0.000842064	0.6188678	644.68202	489963.8	2717.7631	0.62866399	0.00210668	0.004840311	0.013249842	0.02967065	0.025791861	2.88835E-05	0.80655231	0.11775261	97308.312
0.000851014	0.61994435	646.08559	489394.95	2721.251	0.62729828	0.002097194	0.004836478	0.013201581	0.029606199	0.025807004	2.87705E-05	0.80655231	0.11786368	96004.85
0.000859964	0.62100951	647.47344	488832.47	2724.6861	0.62595366	0.002087862	0.004832664	0.013153987	0.0295427	0.025821593	2.86602E-05	0.80655231	0.11797351	94733.649
0.000868915	0.62206352	648.84597	488276.2	2728.0697	0.62462956	0.002078678	0.004828867	0.013107045	0.029480127	0.025835648	2.85525E-05	0.80655231	0.11808212	93493.508
0.000877865	0.62310666	650.20351	487726.01	2731.4031	0.62332542	0.00206964	0.004825089	0.01306074	0.029418456	0.025849187	2.84474E-05	0.80655231	0.11818955	92283.286
0.000895765	0.62516126	652.87501	486643.28	2737.9242	0.62077483	0.002051983	0.004817589	0.012969979	0.029297727	0.025874784	2.82445E-05	0.80655231	0.11840093	89948.308
0.000911875	0.62697557	655.23143	485688.25	2743.6336	0.61854233	0.002036552	0.004810902	0.012890328	0.029191931	0.025896221	2.80698E-05	0.80655231	0.11858734	87938.785
0.000927985	0.6287582	657.54427	484750.88	2749.1984	0.61636668	0.002021534	0.004804276	0.012812524	0.02908872	0.025916233	2.79021E-05	0.80655231	0.11877026	86010.793
0.000944096	0.63051035	659.8152	483830.5	2754.6248	0.61424529	0.002006913	0.00479771	0.012736495	0.028987983	0.0259349	2.77412E-05	0.80655231	0.1189498	84159.392
0.000960206	0.63223314	662.04578	482926.47	2759.9184	0.61217576	0.00199267	0.004791205	0.012662172	0.028889615	0.025952298	2.75866E-05	0.80655231	0.1191261	82380.037
0.000976316	0.63392764	664.23748	482038.2	2765.0845	0.61015583	0.001978789	0.004784761	0.012589491	0.028793518	0.025968496	2.74381E-05	0.80655231	0.11929924	80668.536
0.000992427	0.63559485	666.3917	481165.12	2770.1281	0.60818341	0.001965256	0.004778376	0.012518392	0.028699601	0.025983559	2.72952E-05	0.80655231	0.11946935	79021.019
0.001008537	0.63723571	668.50975	480306.7	2775.054	0.60625649	0.001952055	0.004772052	0.012448816	0.028607775	0.025997549	2.71577E-05	0.80655231	0.11963651	77433.906
0.001024647	0.63885112	670.59287	479462.44	2779.8666	0.60437323	0.001939173	0.004765787	0.01238071	0.02851796	0.026010522	2.70254E-05	0.80655231	0.11980082	75903.881
0.001040757	0.64044194	672.64223	478631.85	2784.5702	0.60253186	0.001926598	0.004759582	0.012314022	0.028430079	0.026022532	2.68979E-05	0.80655231	0.11996237	74427.868
0.001056868	0.64200895	674.65896	477814.5	2789.1688	0.60073074	0.001914318	0.004753435	0.012248703	0.028344059	0.026033628	2.6775E-05	0.80655231	0.12012124	73003.008
0.001072978	0.64355293	676.6441	477009.94	2793.666	0.59896831	0.00190232	0.004747347	0.012184706	0.028259832	0.026043857	2.66566E-05	0.80655231	0.12027751	71626.644
0.001089088	0.64507459	678.59867	476217.78	2798.0656	0.5972431	0.001890596	0.004741317	0.012121987	0.028177333	0.026053264	2.65424E-05	0.80655231	0.12043127	70296.3
0.001105198	0.64657463	680.52361	475437.62	2802.3709	0.59555373	0.001879134	0.004735344	0.012060504	0.028096501	0.026061889	2.64321E-05	0.80655231	0.12058257	69009.667
0.001121309	0.6480537	682.41985	474669.1	2806.5851	0.59389887	0.001867924	0.004729428	0.012000218	0.028017277	0.026069771	2.63257E-05	0.80655231	0.1207315	67764.59
0.001137419	0.64951241	684.28823	473911.87	2810.7113	0.59227729	0.001856959	0.004723569	0.011941089	0.027939607	0.026076947	2.6223E-05	0.80655231	0.12087812	66559.053
0.001153529	0.65095138	686.12958	473165.59	2814.7524	0.59068781	0.001846228	0.004717765	0.011883081	0.027863437	0.026083451	2.61237E-05	0.80655231	0.12102249	65391.17
0.00116964	0.65237116	687.9447	472429.94	2818.7111	0.5891293	0.001835725	0.004712017	0.011826161	0.027788719	0.026089316	2.60277E-05	0.80655231	0.12116467	64259.175
0.00118575	0.65377229	689.73432	471704.63	2822.5902	0.58760071	0.001825441	0.004706323	0.011770293	0.027715405	0.026094572	2.59349E-05	0.80655231	0.12130473	63161.412
0.00120186	0.65515528	691.49917	470989.36	2826.3921	0.58610103	0.001815369	0.004700684	0.011715448	0.02764345	0.026099248	2.58452E-05	0.80655231	0.12144271	62096.325
0.00121797	0.65652064	693.23993	470283.84	2830.1192	0.5846293	0.001805502	0.004695098	0.011661594	0.027572811	0.026103372	2.57583E-05	0.80655231	0.12157868	61062.451
0.001234081	0.65786884	694.95726	469587.83	2833.7739	0.58318461	0.001795833	0.004689565	0.011608703	0.027503448	0.026106968	2.56743E-05	0.80655231	0.12171267	60058.417
0.001250191	0.65920032	696.65178	468901.06	2837.3583	0.58176608	0.001786355	0.004684085	0.011556747	0.02743532	0.026110063	2.55929E-05	0.80655231	0.12184476	59082.929
0.001266301	0.66051552	698.3241	468223.29	2840.8745	0.58037289	0.001777064	0.004678656	0.011505699	0.027368392	0.026112678	2.5514E-05	0.80655231	0.12197497	58134.765
0.001282411	0.66181485	699.97478	467554.29	2844.3245	0.57900425	0.001767952	0.004673278	0.011455534	0.027302627	0.026114837	2.54376E-05	0.80655231	0.12210336	57212.776
0.001298522	0.66309872	701.60439	466893.83	2847.7102	0.57765941	0.001759014	0.004667951	0.011406226	0.027237991	0.026116559	2.53635E-05	0.80655231	0.12222997	56315.877
0.001314632	0.6643675	703.21345	466241.7	2851.0335	0.57633764	0.001750246	0.004662674	0.011357754	0.027174452	0.026117865	2.52917E-05	0.80655231	0.12235484	55443.04
0.001330742	0.66562156	704.80247	465597.68	2854.2962	0.57503825	0.001741641	0.004657447	0.011310094	0.027111979	0.026118773	2.52221E-05	0.80655231	0.12247801	54593.296
0.001346852	0.66686125	706.37194	464961.6	2857.4999	0.57376059	0.001733196	0.004652268	0.011263224	0.027050542	0.026119301	2.51545E-05	0.80655231	0.12259953	53765.727
0.001362963	0.66808692	707.92233	464333.24	2860.6462	0.57250402	0.001724904	0.004647137	0.011217124	0.026990112	0.026119466	2.50889E-05	0.80655231	0.12271942	52959.463
0.001379073	0.66929888	709.45409	463712.44	2863.7368	0.57126794	0.001716763	0.004642054	0.011171773	0.026930662	0.026119284	2.50252E-05	0.80655231	0.12283774	52173.681
0.001395183	0.67049746	710.96766	463099	2866.773	0.57005178	0.001708768	0.004637019	0.011127153	0.026872165	0.026118771	2.49634E-05	0.80655231	0.1229545	51407.6
0.001411294	0.67168295	712.46346	462492.77	2869.7564	0.56885497	0.001700914	0.004632029	0.011083244	0.026814596	0.026117942	2.49034E-05	0.80655231	0.12306975	50660.477
0.001427404	0.67285564	713.94188	461893.58	2872.6884	0.56767699	0.001693197	0.004627086	0.01104003	0.026757932	0.026116809	2.4845E-05	0.80655231	0.12318352	49931.609
